Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended,Performance_Score_Proxy,Performance_Category
C2127,28,Male,Bachelors,Project Manager,Tech,HR,Skype,10:30,14:45,48,No,Poor,7.24,7,3,93,7,5,98,13,5,7,3.81,Medium,0,Semi-Formal,8,Reject,Yes,21.29,Excellent
C2128,30,Non-binary,Masters,Project Manager,Education,HR,Skype,09:00,09:30,57,No,Poor,9.0,0,1,71,8,6,124,7,5,7,3.86,Medium,2,Formal,5,Reject,No,18.31,Good
C2129,25,Male,Masters,UI/UX Designer,Healthcare,Final,Zoom,09:00,16:00,23,No,Clear,1.76,9,0,66,5,5,123,14,5,7,4.32,Low,1,Semi-Formal,1,Reject,No,17.17,Good
C2130,32,Male,PhD,Data Analyst,Consulting,Final,Zoom,14:00,09:30,57,Yes,Clear,3.66,9,2,79,3,3,121,18,2,3,4.08,Medium,2,Formal,8,Hold,Yes,17.67,Good
C2131,22,Non-binary,Masters,Software Engineer,Consulting,Technical,Skype,10:30,12:45,26,Yes,Poor,7.5,7,2,79,5,9,127,8,7,2,3.08,Medium,2,Casual,3,Hold,Yes,19.78,Good
C2132,32,Male,Masters,Software Engineer,Finance,Managerial,Teams,09:00,12:45,34,No,Moderate,6.96,4,4,86,1,1,144,12,8,1,2.15,High,1,Casual,1,Reject,No,14.2,Good
C2133,25,Non-binary,Masters,Software Engineer,Finance,Managerial,Teams,10:30,16:00,40,Yes,Moderate,8.99,9,2,9,7,7,134,9,5,8,2.58,Medium,1,Semi-Formal,3,Reject,No,19.42,Good
C2134,26,Non-binary,Bachelors,UI/UX Designer,Tech,HR,Skype,12:00,12:45,35,Yes,Moderate,7.09,3,2,5,8,3,91,6,2,1,3.09,High,0,Semi-Formal,7,Hold,No,12.15,Good
C2135,25,Male,Masters,UI/UX Designer,Consulting,Managerial,Skype,14:00,12:45,25,No,Clear,1.15,5,2,82,6,2,154,10,8,2,1.02,Medium,0,Semi-Formal,8,Proceed,Yes,14.88,Good
C2136,27,Female,PhD,Software Engineer,Finance,HR,Zoom,12:00,14:45,32,No,Poor,7.2,5,2,37,6,6,144,10,7,6,1.36,High,2,Semi-Formal,9,Proceed,Yes,18.14,Good
C2137,24,Non-binary,PhD,UI/UX Designer,Education,Managerial,Google Meet,10:30,11:00,27,Yes,Moderate,0.3,2,4,89,9,3,129,10,4,7,3.17,High,1,Casual,3,Reject,Yes,18.55,Good
C2138,31,Male,Bachelors,Software Engineer,Education,HR,Google Meet,15:30,12:45,52,Yes,Poor,5.62,7,4,17,7,8,131,11,8,7,4.98,Low,0,Casual,8,Hold,Yes,21.92,Excellent
C2139,30,Male,Masters,Software Engineer,Education,Managerial,Google Meet,10:30,16:00,22,No,Moderate,6.7,9,2,90,8,7,93,10,7,2,2.51,Low,2,Formal,5,Hold,No,20.06,Excellent
C2140,30,Female,Bachelors,Project Manager,Education,Technical,Teams,09:00,14:45,42,Yes,Poor,8.25,4,4,19,6,8,157,4,7,8,4.2,Medium,2,Formal,2,Reject,No,21.08,Excellent
C2141,27,Non-binary,Masters,Software Engineer,Finance,Technical,Teams,14:00,16:00,27,No,Moderate,6.01,1,4,5,5,4,133,0,5,3,2.53,Low,2,Casual,9,Proceed,Yes,14.65,Good
C2142,29,Female,PhD,Data Analyst,Tech,HR,Zoom,15:30,12:45,39,No,Clear,6.35,2,1,80,7,6,124,2,7,2,1.5,High,1,Semi-Formal,5,Hold,Yes,17.22,Good
C2143,22,Non-binary,Masters,UI/UX Designer,Finance,Final,Skype,10:30,09:30,49,No,Clear,1.52,9,3,29,4,6,94,10,6,2,4.37,Medium,0,Semi-Formal,6,Reject,No,16.96,Good
C2144,31,Male,Bachelors,Data Analyst,Education,HR,Skype,14:00,09:30,30,No,Clear,0.62,8,3,15,5,8,101,17,8,1,3.63,High,0,Casual,7,Reject,No,16.14,Good
C2145,31,Non-binary,Bachelors,Software Engineer,Healthcare,Managerial,Zoom,09:00,12:45,39,Yes,Moderate,1.02,7,3,24,6,9,119,1,1,1,1.53,Low,1,Casual,1,Hold,Yes,12.99,Good
C2146,32,Male,PhD,Software Engineer,Education,Technical,Zoom,10:30,09:30,21,No,Clear,2.3,1,4,50,9,6,90,19,9,7,2.74,Low,0,Semi-Formal,3,Proceed,Yes,16.74,Good
C2147,29,Male,Bachelors,Data Analyst,Tech,Final,Zoom,12:00,11:00,53,Yes,Poor,4.47,7,3,15,2,5,150,8,7,9,1.9,High,0,Formal,4,Hold,No,16.81,Good
C2148,30,Female,PhD,Data Analyst,Consulting,HR,Skype,15:30,16:00,36,Yes,Clear,3.93,0,1,69,7,9,116,15,4,6,3.67,Low,0,Formal,2,Proceed,No,15.65,Good
C2149,22,Male,PhD,UI/UX Designer,Consulting,Managerial,Google Meet,14:00,11:00,34,Yes,Clear,3.01,0,3,36,5,4,158,10,2,8,2.86,Low,1,Formal,8,Reject,Yes,14.58,Good
C2150,27,Female,Bachelors,Data Analyst,Education,Technical,Teams,10:30,14:45,20,Yes,Clear,8.88,9,2,63,2,1,91,16,7,3,2.19,High,0,Semi-Formal,4,Proceed,Yes,15.55,Good
C2151,25,Non-binary,PhD,Software Engineer,Tech,Technical,Teams,14:00,12:45,24,No,Poor,0.88,2,4,70,2,9,92,2,8,2,3.23,Low,1,Formal,8,Proceed,No,17.45,Good
C2152,24,Non-binary,Bachelors,UI/UX Designer,Finance,Managerial,Teams,15:30,16:00,53,No,Clear,1.44,4,2,59,2,5,104,0,6,2,4.62,Medium,1,Semi-Formal,2,Reject,Yes,15.24,Good
C2153,27,Male,Masters,UI/UX Designer,Tech,Managerial,Teams,12:00,12:45,24,Yes,Poor,4.35,8,0,95,8,7,91,0,5,1,2.66,Low,2,Formal,1,Reject,No,17.42,Good
C2154,34,Female,PhD,Data Analyst,Education,Managerial,Skype,10:30,12:45,59,Yes,Moderate,1.3,3,4,54,3,6,94,9,3,7,4.86,Medium,0,Casual,1,Reject,No,15.74,Good
C2155,21,Female,Masters,Software Engineer,Finance,HR,Google Meet,15:30,11:00,27,No,Moderate,1.56,7,2,51,6,3,138,14,1,9,3.85,Low,1,Casual,5,Hold,No,15.45,Good
C2156,23,Male,Masters,UI/UX Designer,Consulting,Technical,Skype,09:00,09:30,23,No,Poor,9.67,6,0,55,7,7,135,7,3,3,3.41,Low,1,Formal,5,Proceed,No,15.58,Good
C2157,22,Female,PhD,Software Engineer,Education,HR,Zoom,10:30,09:30,31,No,Clear,4.94,2,1,16,6,7,142,9,4,4,1.24,High,2,Casual,3,Hold,No,11.98,Needs Improvement
C2158,22,Non-binary,Bachelors,Software Engineer,Consulting,Managerial,Teams,09:00,16:00,55,No,Moderate,1.05,8,2,26,7,7,132,18,8,2,4.24,Low,0,Casual,3,Reject,Yes,15.13,Good
C2159,34,Female,Bachelors,Software Engineer,Education,HR,Skype,12:00,16:00,49,No,Poor,0.52,5,3,2,4,3,129,16,8,8,3.69,Medium,0,Casual,5,Proceed,Yes,14.52,Good
C2160,25,Non-binary,Masters,Data Analyst,Finance,Managerial,Teams,12:00,16:00,38,Yes,Poor,7.35,3,1,91,8,3,133,0,9,9,1.51,Low,1,Casual,1,Hold,No,19.83,Good
C2161,33,Female,Bachelors,Project Manager,Tech,HR,Skype,10:30,14:45,41,No,Moderate,3.85,3,1,97,5,2,110,4,2,5,1.04,Medium,0,Formal,5,Hold,Yes,13.13,Good
C2162,30,Non-binary,PhD,UI/UX Designer,Consulting,HR,Teams,14:00,09:30,47,Yes,Moderate,2.85,4,0,28,1,5,119,0,1,3,4.74,Medium,0,Formal,7,Proceed,Yes,12.8,Good
C2163,22,Male,Masters,UI/UX Designer,Finance,Final,Zoom,14:00,14:45,49,Yes,Poor,6.88,1,2,3,4,5,93,11,4,1,1.79,Low,0,Formal,8,Hold,Yes,9.5,Needs Improvement
C2164,33,Non-binary,Bachelors,UI/UX Designer,Consulting,Managerial,Skype,14:00,16:00,25,No,Poor,6.99,4,3,26,1,4,150,1,7,1,2.69,Low,1,Formal,7,Reject,Yes,13.27,Good
C2165,23,Non-binary,Bachelors,Project Manager,Healthcare,HR,Teams,14:00,11:00,39,No,Clear,3.6,7,4,83,6,9,129,3,3,4,2.68,High,1,Semi-Formal,8,Proceed,Yes,21.53,Excellent
C2166,27,Non-binary,Masters,UI/UX Designer,Finance,Managerial,Skype,15:30,16:00,34,Yes,Clear,9.51,8,4,75,6,2,122,12,9,2,1.34,Medium,0,Formal,5,Proceed,Yes,19.71,Good
C2167,22,Male,Bachelors,Project Manager,Finance,Final,Skype,10:30,11:00,27,Yes,Moderate,4.0,3,2,98,3,1,126,8,5,4,4.22,Medium,0,Semi-Formal,8,Proceed,Yes,17.06,Good
C2168,24,Male,Bachelors,Data Analyst,Tech,Technical,Skype,14:00,09:30,56,No,Moderate,3.8,3,2,73,6,9,97,18,2,9,3.41,Medium,0,Semi-Formal,1,Hold,No,15.51,Good
C2169,22,Female,Masters,Data Analyst,Tech,Technical,Zoom,12:00,12:45,47,No,Moderate,7.78,7,0,13,7,4,121,8,3,3,3.14,High,1,Casual,9,Hold,Yes,15.15,Good
C2170,28,Male,Masters,Software Engineer,Education,Technical,Google Meet,10:30,12:45,30,Yes,Clear,8.16,2,4,55,4,4,114,14,6,1,4.45,Medium,2,Semi-Formal,1,Reject,No,16.19,Good
C2171,32,Non-binary,PhD,UI/UX Designer,Tech,Technical,Skype,14:00,16:00,25,No,Poor,2.87,2,3,21,7,8,96,14,7,1,4.64,Medium,0,Semi-Formal,9,Proceed,Yes,15.34,Good
C2172,33,Non-binary,Masters,UI/UX Designer,Education,Technical,Teams,09:00,09:30,46,No,Poor,6.89,0,3,23,1,7,106,2,9,4,1.51,Medium,2,Semi-Formal,3,Hold,Yes,14.15,Good
C2173,26,Male,Masters,UI/UX Designer,Tech,HR,Zoom,10:30,11:00,30,Yes,Moderate,6.39,5,3,89,9,1,128,1,5,9,3.75,Medium,0,Semi-Formal,3,Hold,No,21.67,Excellent
C2174,28,Female,Masters,Project Manager,Tech,Technical,Zoom,14:00,12:45,38,Yes,Poor,0.34,1,0,10,3,3,155,15,5,3,2.07,High,0,Formal,2,Proceed,Yes,6.93,Needs Improvement
C2175,26,Non-binary,PhD,Data Analyst,Education,Technical,Skype,15:30,12:45,31,Yes,Clear,1.95,9,3,83,6,6,117,9,6,4,4.12,Medium,0,Casual,6,Hold,Yes,21.81,Excellent
C2176,31,Non-binary,Masters,Software Engineer,Healthcare,Final,Teams,09:00,09:30,36,Yes,Poor,1.01,3,3,71,9,6,105,5,5,4,1.47,Medium,2,Casual,7,Proceed,No,18.05,Good
C2177,21,Non-binary,Masters,Software Engineer,Finance,Final,Skype,09:00,11:00,27,Yes,Clear,8.85,8,4,28,2,6,125,7,9,4,1.75,Low,1,Formal,9,Proceed,Yes,20.26,Excellent
C2178,29,Female,Masters,Software Engineer,Education,HR,Teams,12:00,12:45,50,No,Clear,9.56,9,3,72,3,6,134,7,9,4,1.85,Low,1,Casual,5,Reject,Yes,20.41,Excellent
C2179,29,Male,Masters,UI/UX Designer,Healthcare,Technical,Zoom,14:00,09:30,38,No,Clear,8.25,9,2,37,7,8,118,14,5,4,3.49,High,1,Casual,4,Proceed,Yes,19.64,Good
C2180,33,Non-binary,PhD,UI/UX Designer,Tech,Technical,Teams,14:00,09:30,39,Yes,Clear,3.11,6,2,69,7,7,118,13,1,4,3.67,Medium,2,Casual,2,Reject,No,17.2,Good
C2181,25,Non-binary,Bachelors,Software Engineer,Education,Final,Skype,10:30,14:45,21,No,Clear,8.6,7,1,91,7,3,108,4,7,5,4.67,Medium,1,Semi-Formal,7,Hold,No,22.2,Excellent
C2182,30,Male,PhD,Software Engineer,Healthcare,Final,Google Meet,12:00,09:30,25,No,Clear,0.58,1,0,89,9,4,147,15,9,7,1.3,High,0,Casual,4,Proceed,Yes,15.7,Good
C2183,31,Female,Bachelors,Software Engineer,Healthcare,HR,Skype,09:00,12:45,46,No,Moderate,6.85,2,4,8,5,3,157,1,4,2,3.74,Medium,0,Formal,2,Hold,Yes,12.21,Good
C2184,27,Male,Bachelors,Data Analyst,Finance,HR,Zoom,15:30,11:00,37,No,Clear,1.24,0,1,44,7,9,104,15,1,4,1.05,Low,2,Casual,7,Proceed,Yes,10.99,Needs Improvement
C2185,23,Male,PhD,UI/UX Designer,Tech,Final,Zoom,14:00,09:30,39,Yes,Poor,0.13,2,1,25,7,5,111,10,1,7,3.04,Medium,1,Casual,7,Hold,No,13.44,Good
C2186,22,Female,Bachelors,Software Engineer,Consulting,Managerial,Teams,09:00,12:45,28,Yes,Poor,1.75,3,0,88,9,9,142,9,8,9,2.84,High,1,Formal,8,Reject,Yes,21.77,Excellent
C2187,31,Male,Masters,UI/UX Designer,Healthcare,Final,Skype,14:00,14:45,22,No,Moderate,9.63,1,0,51,7,7,112,14,3,5,1.18,Low,2,Casual,4,Hold,Yes,12.48,Good
C2188,28,Female,Masters,Data Analyst,Education,Managerial,Zoom,14:00,11:00,59,No,Moderate,7.54,6,1,5,4,1,153,14,2,5,1.75,High,0,Formal,2,Reject,Yes,8.88,Needs Improvement
C2189,23,Male,PhD,Data Analyst,Tech,Managerial,Teams,15:30,16:00,57,Yes,Clear,5.18,2,3,20,6,9,142,12,6,8,4.21,High,2,Casual,2,Proceed,No,18.81,Good
C2190,22,Female,Bachelors,Project Manager,Consulting,HR,Teams,15:30,16:00,37,Yes,Poor,9.37,5,2,59,6,2,130,13,2,7,2.22,High,0,Casual,3,Proceed,No,14.93,Good
C2191,27,Male,Masters,Project Manager,Consulting,Final,Teams,15:30,09:30,31,No,Clear,4.16,1,1,58,2,2,134,10,4,3,2.93,High,0,Formal,2,Proceed,Yes,10.67,Needs Improvement
C2192,34,Male,PhD,UI/UX Designer,Consulting,Managerial,Skype,10:30,16:00,38,Yes,Clear,0.4,1,0,20,4,4,135,14,1,2,2.58,Low,0,Casual,2,Hold,Yes,6.17,Needs Improvement
C2193,33,Male,PhD,UI/UX Designer,Healthcare,HR,Zoom,15:30,11:00,45,No,Clear,5.95,5,1,90,8,6,99,15,8,6,1.74,Medium,0,Semi-Formal,2,Proceed,No,17.91,Good
C2194,29,Male,Bachelors,UI/UX Designer,Finance,Final,Teams,15:30,11:00,52,Yes,Moderate,8.28,3,2,10,1,6,119,17,8,5,4.76,Medium,1,Semi-Formal,3,Hold,Yes,15.58,Good
C2195,26,Male,Bachelors,Software Engineer,Consulting,Final,Skype,15:30,12:45,52,No,Clear,2.86,1,4,19,8,9,159,6,9,9,1.21,High,1,Casual,5,Hold,No,19.13,Good
C2196,34,Female,PhD,UI/UX Designer,Consulting,Technical,Teams,15:30,16:00,25,No,Clear,3.17,7,2,16,7,9,124,13,4,8,2.85,Low,2,Formal,1,Reject,Yes,16.92,Good
C2197,22,Non-binary,Bachelors,UI/UX Designer,Education,Final,Teams,12:00,16:00,28,Yes,Moderate,6.72,6,4,97,7,4,138,19,1,3,2.35,Low,2,Semi-Formal,2,Reject,No,15.89,Good
C2198,22,Female,Masters,Software Engineer,Consulting,Managerial,Teams,10:30,12:45,29,No,Poor,8.04,6,0,50,6,5,115,9,6,7,3.67,Medium,1,Casual,7,Hold,Yes,18.35,Good
C2199,21,Non-binary,PhD,Project Manager,Tech,Technical,Teams,14:00,16:00,46,Yes,Poor,4.34,6,4,63,5,3,157,9,4,2,3.59,High,0,Semi-Formal,5,Reject,No,16.36,Good
C2200,29,Non-binary,PhD,Software Engineer,Finance,Final,Zoom,10:30,16:00,36,Yes,Moderate,0.89,3,3,54,6,5,98,18,1,6,3.79,High,1,Semi-Formal,4,Hold,No,15.03,Good
C2201,24,Male,PhD,Data Analyst,Finance,HR,Skype,10:30,11:00,39,Yes,Clear,7.47,7,1,85,1,7,92,6,5,1,3.0,High,2,Semi-Formal,4,Hold,No,17.72,Good
C2202,32,Male,PhD,Data Analyst,Consulting,Final,Teams,10:30,16:00,32,No,Clear,4.27,2,1,15,1,2,124,5,4,9,1.44,Low,0,Casual,1,Reject,No,10.2,Needs Improvement
C2203,24,Male,Masters,UI/UX Designer,Healthcare,HR,Google Meet,15:30,16:00,50,Yes,Poor,9.1,3,3,84,3,2,131,0,1,2,3.01,Medium,1,Casual,9,Hold,Yes,15.77,Good
C2204,33,Female,Bachelors,UI/UX Designer,Healthcare,Final,Google Meet,10:30,16:00,36,No,Clear,2.53,4,2,76,5,1,116,8,7,7,4.52,High,1,Semi-Formal,8,Hold,No,20.17,Excellent
C2205,30,Non-binary,Bachelors,UI/UX Designer,Consulting,HR,Google Meet,12:00,14:45,30,No,Clear,4.63,0,0,97,9,2,121,10,2,4,2.32,Medium,0,Casual,9,Reject,No,13.73,Good
C2206,24,Female,Bachelors,Software Engineer,Consulting,Final,Zoom,14:00,16:00,46,No,Clear,7.08,8,3,53,5,5,98,4,6,5,4.54,Low,0,Semi-Formal,6,Hold,No,20.46,Excellent
C2207,33,Male,Bachelors,Project Manager,Healthcare,Technical,Skype,10:30,14:45,32,No,Moderate,2.45,2,1,53,3,9,156,16,2,3,3.81,High,2,Casual,9,Hold,Yes,13.68,Good
C2208,21,Non-binary,Bachelors,Software Engineer,Consulting,Technical,Skype,14:00,14:45,59,Yes,Clear,2.27,0,4,55,5,5,98,10,5,2,4.79,Medium,2,Formal,8,Proceed,Yes,16.66,Good
C2209,32,Female,PhD,UI/UX Designer,Education,Technical,Zoom,09:00,16:00,55,Yes,Clear,7.29,0,2,6,2,9,116,17,2,1,2.95,High,2,Formal,8,Proceed,No,11.73,Needs Improvement
C2210,30,Female,Bachelors,Project Manager,Education,Final,Zoom,09:00,12:45,34,No,Moderate,1.8,0,2,95,6,2,121,17,9,7,2.12,High,0,Casual,9,Hold,No,17.45,Good
C2211,34,Female,PhD,Data Analyst,Consulting,Managerial,Zoom,10:30,16:00,41,No,Poor,1.19,7,3,12,7,6,154,4,1,9,1.29,Low,2,Formal,9,Reject,Yes,16.33,Good
C2212,31,Male,Bachelors,Project Manager,Healthcare,HR,Teams,12:00,14:45,44,No,Moderate,2.59,5,1,95,1,1,111,7,2,1,1.03,High,1,Casual,1,Proceed,Yes,9.58,Needs Improvement
C2213,33,Male,Masters,Project Manager,Education,Technical,Google Meet,09:00,16:00,38,Yes,Moderate,8.2,6,1,82,7,1,139,6,8,4,4.62,Low,2,Casual,4,Hold,Yes,20.3,Excellent
C2214,34,Non-binary,Masters,Software Engineer,Healthcare,Managerial,Google Meet,09:00,12:45,48,Yes,Moderate,8.64,5,0,87,8,3,91,14,9,6,3.26,Low,1,Casual,1,Hold,No,18.23,Good
C2215,28,Non-binary,Masters,Project Manager,Consulting,Technical,Teams,12:00,12:45,42,Yes,Clear,1.04,0,0,43,2,5,115,19,1,1,1.43,High,1,Semi-Formal,6,Hold,Yes,7.31,Needs Improvement
C2216,33,Non-binary,Bachelors,Project Manager,Consulting,HR,Zoom,15:30,09:30,38,No,Poor,1.1,3,3,39,3,7,102,1,3,5,2.4,Medium,0,Casual,2,Hold,Yes,12.65,Good
C2217,29,Female,Bachelors,Data Analyst,Consulting,Managerial,Teams,10:30,11:00,22,No,Clear,8.37,5,3,68,3,7,97,14,4,6,3.34,Low,1,Semi-Formal,7,Hold,No,17.87,Good
C2218,29,Non-binary,Bachelors,Project Manager,Education,Managerial,Google Meet,09:00,16:00,38,Yes,Moderate,9.46,8,1,27,1,1,152,0,5,8,4.69,Low,0,Casual,9,Hold,Yes,18.47,Good
C2219,29,Male,Bachelors,Software Engineer,Finance,Managerial,Skype,12:00,09:30,32,No,Clear,4.8,5,3,80,9,2,141,7,1,3,3.96,Low,0,Semi-Formal,4,Proceed,Yes,15.68,Good
C2220,26,Male,Bachelors,Data Analyst,Finance,Managerial,Zoom,09:00,09:30,52,Yes,Poor,8.49,5,2,39,8,1,110,19,5,4,2.68,High,1,Casual,8,Hold,No,15.58,Good
C2221,32,Male,Masters,Project Manager,Finance,Managerial,Teams,14:00,09:30,43,Yes,Poor,8.89,2,4,93,3,1,146,10,7,6,1.16,Medium,0,Formal,4,Reject,No,16.37,Good
C2222,27,Female,Bachelors,UI/UX Designer,Education,Managerial,Google Meet,09:00,12:45,57,No,Moderate,3.61,3,1,61,5,4,114,14,1,7,3.57,Medium,1,Formal,3,Hold,No,13.14,Good
C2223,21,Female,PhD,Project Manager,Healthcare,Final,Google Meet,14:00,16:00,54,Yes,Moderate,5.05,6,2,58,4,1,113,17,3,8,2.46,Medium,1,Semi-Formal,4,Proceed,No,15.17,Good
C2224,31,Female,Bachelors,Data Analyst,Finance,HR,Zoom,15:30,16:00,52,No,Clear,5.71,1,4,49,9,4,141,12,8,8,1.28,High,2,Casual,6,Reject,Yes,18.77,Good
C2225,25,Male,Masters,Project Manager,Finance,HR,Skype,12:00,16:00,21,No,Clear,7.75,8,1,10,5,3,135,18,4,3,4.32,Low,1,Formal,5,Proceed,Yes,13.32,Good
C2226,26,Male,Masters,Data Analyst,Tech,Managerial,Skype,15:30,14:45,38,Yes,Moderate,4.59,2,1,14,2,7,127,14,2,1,4.75,High,1,Casual,7,Proceed,No,11.96,Needs Improvement
C2227,33,Male,Bachelors,Data Analyst,Consulting,HR,Google Meet,14:00,11:00,58,No,Moderate,5.07,7,1,99,2,9,152,12,3,4,3.1,Medium,0,Semi-Formal,2,Reject,No,15.14,Good
C2228,28,Non-binary,Bachelors,Software Engineer,Finance,HR,Google Meet,09:00,14:45,52,No,Moderate,0.75,2,2,59,1,6,126,14,7,2,1.46,High,0,Formal,6,Reject,Yes,11.76,Needs Improvement
C2229,21,Non-binary,Bachelors,Project Manager,Finance,Technical,Teams,15:30,12:45,46,No,Poor,0.54,1,1,9,5,5,159,17,7,3,2.61,Medium,0,Semi-Formal,9,Reject,Yes,10.24,Needs Improvement
C2230,28,Male,Masters,UI/UX Designer,Healthcare,Technical,Google Meet,14:00,09:30,21,Yes,Moderate,7.4,0,3,19,5,5,136,6,8,7,1.31,High,0,Semi-Formal,1,Proceed,Yes,14.52,Good
C2231,27,Female,Masters,Data Analyst,Consulting,Final,Teams,15:30,09:30,52,No,Poor,4.82,1,3,29,3,8,118,19,7,1,4.21,High,0,Semi-Formal,4,Proceed,Yes,13.26,Good
C2232,22,Non-binary,Bachelors,Data Analyst,Education,Technical,Google Meet,14:00,14:45,26,Yes,Clear,0.9,9,2,34,5,2,104,4,3,5,3.16,Medium,1,Semi-Formal,7,Hold,No,16.44,Good
C2233,33,Non-binary,Masters,Software Engineer,Education,Managerial,Skype,09:00,12:45,29,No,Moderate,2.41,5,2,98,8,9,96,6,2,2,2.57,Low,2,Semi-Formal,4,Hold,No,16.74,Good
C2234,27,Male,Masters,Software Engineer,Tech,Technical,Zoom,15:30,11:00,47,No,Moderate,6.77,4,1,95,3,1,111,3,8,7,3.92,Low,2,Semi-Formal,2,Proceed,No,18.87,Good
C2235,24,Female,Bachelors,Software Engineer,Healthcare,HR,Teams,12:00,11:00,44,No,Poor,5.05,6,3,58,4,4,121,3,4,4,4.35,Low,2,Formal,6,Reject,No,18.06,Good
C2236,30,Male,Bachelors,Data Analyst,Healthcare,Final,Google Meet,15:30,09:30,50,No,Moderate,7.94,0,1,50,3,9,131,3,8,5,4.13,Low,0,Semi-Formal,4,Proceed,No,16.67,Good
C2237,30,Male,Masters,UI/UX Designer,Consulting,Final,Zoom,14:00,09:30,32,No,Moderate,3.93,6,4,57,6,5,152,17,2,5,4.28,Medium,2,Casual,1,Hold,Yes,16.21,Good
C2238,31,Female,Bachelors,Data Analyst,Healthcare,Technical,Google Meet,10:30,16:00,50,No,Poor,1.15,1,1,11,7,4,90,11,8,8,4.47,Low,1,Casual,4,Hold,No,14.15,Good
C2239,26,Male,Bachelors,Software Engineer,Tech,Managerial,Teams,09:00,14:45,48,No,Clear,2.68,1,3,45,7,8,93,8,8,2,2.87,High,0,Semi-Formal,8,Hold,No,16.84,Good
C2240,29,Non-binary,Masters,Software Engineer,Consulting,Managerial,Zoom,15:30,09:30,59,No,Poor,1.1,6,2,6,2,6,96,8,6,5,3.64,Low,1,Formal,7,Reject,No,13.97,Good
C2241,24,Female,PhD,Software Engineer,Healthcare,Final,Skype,14:00,12:45,28,Yes,Poor,4.8,5,4,63,7,4,153,7,7,4,3.36,High,2,Formal,1,Hold,No,19.16,Good
C2242,30,Non-binary,PhD,Software Engineer,Healthcare,Final,Skype,12:00,11:00,50,Yes,Clear,4.74,0,3,17,1,7,156,1,7,1,1.51,High,1,Formal,8,Hold,No,13.72,Good
C2243,22,Male,PhD,Data Analyst,Finance,HR,Zoom,09:00,11:00,48,No,Moderate,0.74,1,2,27,2,5,101,17,3,1,1.96,Low,1,Semi-Formal,4,Hold,No,6.89,Needs Improvement
C2244,29,Female,Masters,Software Engineer,Finance,Final,Google Meet,09:00,12:45,23,No,Clear,1.91,2,0,10,2,9,93,16,1,8,1.69,High,0,Casual,5,Hold,Yes,9.56,Needs Improvement
C2245,32,Non-binary,PhD,UI/UX Designer,Tech,HR,Teams,12:00,11:00,36,No,Moderate,9.7,2,4,97,8,1,100,12,8,2,3.6,Low,0,Formal,9,Reject,Yes,19.2,Good
C2246,21,Non-binary,PhD,UI/UX Designer,Finance,Technical,Skype,12:00,14:45,36,No,Moderate,9.83,0,1,34,3,7,155,19,6,7,4.45,High,2,Formal,4,Proceed,Yes,15.68,Good
C2247,26,Non-binary,Masters,Data Analyst,Healthcare,Final,Teams,14:00,12:45,38,Yes,Moderate,3.43,2,2,75,5,6,147,13,6,6,4.03,Medium,2,Casual,2,Proceed,No,17.72,Good
C2248,27,Female,Bachelors,Software Engineer,Finance,Technical,Teams,15:30,16:00,22,Yes,Clear,1.45,1,1,75,4,1,106,14,7,5,2.51,Low,1,Formal,6,Proceed,No,13.56,Good
C2249,28,Non-binary,Masters,Project Manager,Healthcare,Technical,Teams,09:00,11:00,52,Yes,Moderate,1.88,4,1,14,5,6,108,16,9,7,3.63,Low,1,Formal,5,Proceed,Yes,16.24,Good
C2250,24,Female,Bachelors,Project Manager,Consulting,Managerial,Zoom,10:30,14:45,56,No,Moderate,0.81,5,2,53,7,6,105,2,7,7,2.64,High,1,Semi-Formal,5,Proceed,Yes,18.83,Good
C2251,21,Non-binary,Bachelors,Data Analyst,Finance,Technical,Teams,12:00,09:30,37,Yes,Moderate,0.85,0,0,39,9,9,108,9,3,1,2.1,Medium,0,Semi-Formal,4,Hold,No,10.82,Needs Improvement
C2252,21,Female,Bachelors,Software Engineer,Tech,Technical,Skype,12:00,12:45,40,No,Poor,1.93,2,4,18,2,7,155,12,8,5,4.57,Medium,2,Semi-Formal,5,Reject,Yes,16.18,Good
C2253,21,Non-binary,PhD,UI/UX Designer,Education,HR,Google Meet,09:00,09:30,43,Yes,Clear,4.7,2,0,39,8,1,139,9,7,8,1.82,High,0,Formal,5,Proceed,Yes,15.27,Good
C2254,23,Female,Masters,Software Engineer,Healthcare,Final,Teams,12:00,16:00,35,Yes,Poor,7.13,7,3,52,6,4,112,15,5,9,3.54,High,1,Casual,2,Proceed,No,19.83,Good
C2255,29,Male,Bachelors,UI/UX Designer,Tech,Managerial,Skype,12:00,09:30,50,No,Moderate,1.58,3,0,9,8,5,124,11,7,6,4.0,Low,2,Casual,6,Reject,Yes,15.04,Good
